date,flu,isPartial
2013-01-06,0,True
2013-01-13,0,True
2013-01-20,0,True
2013-01-27,0,True
2013-02-03,0,True
2013-02-10,0,True
2013-02-17,0,True
2013-02-24,0,True
2013-03-03,0,True
2013-03-10,0,True
2013-03-17,0,True
2013-03-24,0,True
2013-03-31,0,True
2013-04-07,0,True
2013-04-14,0,True
2013-04-21,0,True
2013-04-28,0,True
2013-05-05,0,True
2013-05-12,0,True
2013-05-19,0,True
2013-05-26,0,True
2013-06-02,0,True
2013-06-09,0,True
2013-06-16,0,True
2013-06-23,0,True
2013-06-30,0,False
2013-07-07,49,False
2013-07-14,0,False
2013-07-21,0,False
2013-07-28,0,False
2013-08-04,49,False
2013-08-11,0,False
2013-08-18,0,False
2013-08-25,47,False
2013-09-01,0,False
2013-09-08,0,False
2013-09-15,0,False
2013-09-22,0,False
2013-09-29,0,False
2013-10-06,100,False
2013-10-13,0,False
2013-10-20,0,False
2013-10-27,0,False
2013-11-03,0,False
2013-11-10,0,False
2013-11-17,0,False
2013-11-24,49,False
2013-12-01,0,False
2013-12-08,0,False
2013-12-15,0,False
2013-12-22,0,False
2013-12-29,0,False
2014-01-05,0,False
2014-01-12,0,False
2014-01-19,0,False
2014-01-26,0,False
2014-02-02,100,False
2014-02-09,0,False
2014-02-16,0,False
2014-02-23,0,False
2014-03-02,0,False
2014-03-09,83,False
2014-03-16,0,False
2014-03-23,0,False
2014-03-30,0,False
2014-04-06,0,False
2014-04-13,94,False
2014-04-20,0,False
2014-04-27,77,False
2014-05-04,0,False
2014-05-11,56,False
2014-05-18,0,False
2014-05-25,74,False
2014-06-01,0,False
2014-06-08,0,False
2014-06-15,0,False
2014-06-22,89,False
2014-06-29,0,False
2014-07-06,0,False
2014-07-13,0,False
2014-07-20,0,False
2014-07-27,0,False
2014-08-03,81,False
2014-08-10,0,False
2014-08-17,0,False
2014-08-24,0,False
2014-08-31,0,False
2014-09-07,0,False
2014-09-14,0,False
2014-09-21,0,False
2014-09-28,0,False
2014-10-05,0,False
2014-10-12,75,False
2014-10-19,0,False
2014-10-26,74,False
2014-11-02,0,False
2014-11-09,0,False
2014-11-16,0,False
2014-11-23,0,False
2014-11-30,76,False
2014-12-07,0,False
2014-12-14,82,False
2014-12-21,79,False
2014-12-28,75,False
2015-01-04,6,False
2015-01-11,0,False
2015-01-18,0,False
2015-01-25,0,False
2015-02-01,12,False
2015-02-08,39,False
2015-02-15,100,False
2015-02-22,87,False
2015-03-01,53,False
2015-03-08,37,False
2015-03-15,13,False
2015-03-22,18,False
2015-03-29,5,False
2015-04-05,5,False
